,Running ID,Model Name,Expand Contractions,Basic Preprocessing,Grammar Correction,Simplify Negotiations,Lemmatize,Remove Stop Words,No. of Sentences,Train Accuracy STOP,Test Accuracy STOP,Train Loss STOP,Test Loss STOP,Train_sentence_fully_catched_ratio,Test_sentence_fully_catched_ratio,Length of Sentence,Batch size of RNN,label_array
0,2022-5-26-14-1-53,RNN,1,1,1,1,1,1,5000,0.9531999826431274,0.8178271055221558,0.15068888664245605,0.5129848122596741,84.5,86.42456982793118,40,25,"[1, 1, 1, 1, 1, 1]"
