,Running ID,Model Name,Expand Contractions,Basic Preprocessing,Grammar Correction,Simplify Negotiations,Lemmatize,Remove Stop Words,No. of Sentences,Train Accuracy STOP,Test Accuracy STOP,Train Loss STOP,Test Loss STOP,Train_sentence_fully_catched_ratio,Test_sentence_fully_catched_ratio,Length of Sentence,Batch size of RNN,label_array
0,2022-5-24-13-48-52,RNN,1,1,1,0,0,1,30000,0.5967666506767273,0.4316726624965668,1.7287110090255737,8.766422271728516,90.54333333333334,93.41736694677871,70,25,"[1, 1, 1, 0, 0, 1]"
