,Running ID,Model Name,Expand Contractions,Basic Preprocessing,Grammar Correction,Simplify Negotiations,Lemmatize,Remove Stop Words,No. of Sentences,Train Accuracy STOP,Test Accuracy STOP,Train Loss STOP,Test Loss STOP,Train_sentence_fully_catched_ratio,Test_sentence_fully_catched_ratio,Length of Sentence,Batch size of RNN
0,2022-5-17-14-13-14,RNN,0,1,0,0,0,0,5000,0.9646000266075134,0.8448379635810852,0.12820930778980255,0.5700443387031555,69.0,69.26770708283313,40,25
1,2022-5-17-14-13-14,RNN,0,1,0,0,0,1,5000,0.9769999980926514,0.8399359583854675,0.09226717054843903,0.6043232083320618,81.98,83.53341336534615,40,25
2,2022-5-17-14-13-14,RNN,0,1,0,1,0,0,5000,0.954200029373169,0.8441376686096191,0.13693368434906006,0.44250819087028503,69.0,69.26770708283313,40,25
3,2022-5-17-14-13-14,RNN,0,1,0,1,0,1,5000,0.977400004863739,0.8352341055870056,0.10489705950021744,0.4818924069404602,81.98,83.53341336534615,40,25
4,2022-5-17-14-13-14,RNN,0,1,1,0,0,0,5000,0.323199987411499,0.4316726624965668,10.439604759216309,8.766422271728516,69.0,69.26770708283313,40,25
5,2022-5-17-14-13-14,RNN,0,1,1,0,0,1,5000,0.323199987411499,0.4316726624965668,10.439604759216309,8.766422271728516,84.8,86.71468587434974,40,25
6,2022-5-17-14-13-14,RNN,0,1,1,1,0,0,5000,0.7369999885559082,0.8341336250305176,0.61606365442276,0.45131823420524597,69.0,69.26770708283313,40,25
7,2022-5-17-14-13-14,RNN,0,1,1,1,0,1,5000,0.954800009727478,0.8225290179252625,0.14750951528549194,0.583328127861023,84.8,86.71468587434974,40,25
8,2022-5-17-14-13-14,RNN,1,1,0,0,0,0,5000,0.9595999717712402,0.8456382751464844,0.1234387680888176,0.4426455497741699,69.02000000000001,69.29771908763506,40,25
9,2022-5-17-14-13-14,RNN,1,1,0,0,0,1,5000,0.6955999732017517,0.8229291439056396,0.6193570494651794,0.4449955224990845,82.02000000000001,83.69347739095639,40,25
10,2022-5-17-14-13-14,RNN,1,1,0,1,0,0,5000,0.9765999913215637,0.837134838104248,0.08337010443210602,0.547302782535553,69.02000000000001,69.29771908763506,40,25
11,2022-5-17-14-13-14,RNN,1,1,0,1,0,1,5000,0.9678000211715698,0.83753502368927,0.11206595599651337,0.48210206627845764,82.02000000000001,83.69347739095639,40,25
