,Running ID,Model Name,Expand Contractions,Basic Preprocessing,Grammar Correction,Simplify Negotiations,Lemmatize,Remove Stop Words,No. of Sentences,Train Accuracy STOP,Test Accuracy STOP,Train Loss STOP,Test Loss STOP,Train_sentence_fully_catched_ratio,Test_sentence_fully_catched_ratio,Length of Sentence
0,2022-5-12-20-15-40,RNN,0,1,0,0,0,0,100,0.6000000238418579,0.3400000035762787,2.214592695236206,1.4668878316879272,37.0,77.0,50
1,2022-5-12-20-15-40,RNN,0,1,0,0,0,1,100,0.6000000238418579,0.3400000035762787,2.8393781185150146,1.8861052989959717,50.0,88.0,50
2,2022-5-12-20-15-40,RNN,0,1,0,0,0,0,100,0.6000000238418579,0.3400000035762787,4.482807636260986,8.181346893310547,37.0,77.0,50
3,2022-5-12-20-15-40,RNN,0,1,0,0,0,1,100,0.6000000238418579,0.3400000035762787,2.1090002059936523,1.5860785245895386,50.0,88.0,50
4,2022-5-12-20-15-40,RNN,0,1,0,1,0,0,100,0.6000000238418579,0.3400000035762787,3.967527389526367,8.41446304321289,3.0,28.999999999999996,50
5,2022-5-12-20-15-40,RNN,0,1,0,1,0,1,100,0.6000000238418579,0.3400000035762787,2.4729347229003906,1.5703027248382568,49.0,87.0,50
6,2022-5-12-20-15-40,RNN,0,1,0,1,0,0,100,0.6000000238418579,0.3400000035762787,2.5056679248809814,1.6300888061523438,3.0,28.999999999999996,50
7,2022-5-12-20-15-40,RNN,0,1,0,1,0,1,100,0.6000000238418579,0.3400000035762787,1.6829326152801514,1.5476068258285522,49.0,87.0,50
8,2022-5-12-20-15-40,RNN,0,1,1,0,0,0,100,0.6000000238418579,0.3400000035762787,3.343947172164917,1.9932174682617188,37.0,77.0,50
9,2022-5-12-20-15-40,RNN,0,1,1,0,0,1,100,0.6000000238418579,0.3400000035762787,2.2538506984710693,1.4994906187057495,56.99999999999999,88.0,50
10,2022-5-12-20-15-40,RNN,0,1,1,0,0,0,100,0.6000000238418579,0.3400000035762787,3.081057071685791,8.096446990966797,37.0,77.0,50
11,2022-5-12-20-15-40,RNN,0,1,1,0,0,1,100,0.6000000238418579,0.3400000035762787,2.734875440597534,1.473219871520996,56.99999999999999,88.0,50
12,2022-5-12-20-15-40,RNN,0,1,1,1,0,0,100,0.6000000238418579,0.3400000035762787,2.605534076690674,1.6963099241256714,3.0,28.999999999999996,50
13,2022-5-12-20-15-40,RNN,0,1,1,1,0,1,100,0.6000000238418579,0.3400000035762787,2.9935402870178223,1.6173858642578125,56.99999999999999,87.0,50
14,2022-5-12-20-15-40,RNN,0,1,1,1,0,0,100,0.6000000238418579,0.3400000035762787,3.9598639011383057,7.918726921081543,3.0,28.999999999999996,50
15,2022-5-12-20-15-40,RNN,0,1,1,1,0,1,100,0.6000000238418579,0.3400000035762787,2.639477014541626,1.3809415102005005,56.99999999999999,87.0,50
16,2022-5-12-20-15-40,RNN,1,1,0,0,0,0,100,0.6000000238418579,0.3400000035762787,4.12087869644165,8.19870376586914,37.0,77.0,50
17,2022-5-12-20-15-40,RNN,1,1,0,0,0,1,100,0.6000000238418579,0.3400000035762787,2.6796882152557373,1.3591642379760742,50.0,88.0,50
18,2022-5-12-20-15-40,RNN,1,1,0,0,0,0,100,0.6000000238418579,0.3400000035762787,1.7773489952087402,1.6196056604385376,37.0,77.0,50
19,2022-5-12-20-15-40,RNN,1,1,0,0,0,1,100,0.6000000238418579,0.3400000035762787,1.3898558616638184,1.4368455410003662,50.0,88.0,50
20,2022-5-12-20-15-40,RNN,1,1,0,1,0,0,100,0.6000000238418579,0.3400000035762787,2.2789692878723145,1.6811124086380005,3.0,28.999999999999996,50
21,2022-5-12-20-15-40,RNN,1,1,0,1,0,1,100,0.6000000238418579,0.3400000035762787,2.9009532928466797,1.4900410175323486,49.0,87.0,50
22,2022-5-12-20-15-40,RNN,1,1,0,1,0,0,100,0.6000000238418579,0.3400000035762787,2.770273447036743,1.678318977355957,3.0,28.999999999999996,50
23,2022-5-12-20-15-40,RNN,1,1,0,1,0,1,100,0.6000000238418579,0.3400000035762787,1.78877854347229,1.8572163581848145,49.0,87.0,50
24,2022-5-12-20-15-40,RNN,1,1,1,0,0,0,100,0.6000000238418579,0.3400000035762787,2.4920032024383545,1.8111294507980347,37.0,77.0,50
25,2022-5-12-20-15-40,RNN,1,1,1,0,0,1,100,0.6000000238418579,0.3400000035762787,3.3057773113250732,1.6300846338272095,56.99999999999999,88.0,50
26,2022-5-12-20-15-40,RNN,1,1,1,0,0,0,100,0.6000000238418579,0.3400000035762787,4.937498092651367,8.216743469238281,37.0,77.0,50
27,2022-5-12-20-15-40,RNN,1,1,1,0,0,1,100,0.6000000238418579,0.3400000035762787,3.612746477127075,2.5098886489868164,56.99999999999999,88.0,50
28,2022-5-12-20-15-40,RNN,1,1,1,1,0,0,100,0.6000000238418579,0.3400000035762787,2.7385997772216797,1.7505102157592773,3.0,28.999999999999996,50
29,2022-5-12-20-15-40,RNN,1,1,1,1,0,1,100,0.6000000238418579,0.3400000035762787,3.3430891036987305,1.5390704870224,56.99999999999999,87.0,50
30,2022-5-12-20-15-40,RNN,1,1,1,1,0,0,100,0.6000000238418579,0.3400000035762787,3.1015758514404297,1.5641413927078247,3.0,28.999999999999996,50
31,2022-5-12-20-15-40,RNN,1,1,1,1,0,1,100,0.6000000238418579,0.3400000035762787,4.044430732727051,9.076125144958496,56.99999999999999,87.0,50
